country,place_type,participant_age,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70+
FI,cnt_school,40-44,0.2962128795908862,0.18685074690846085,0.14135715026400977,0.2589288534930176,0.48519367293846316,0.7357449043589516,0.9636743278729509,1.2578573035853677,1.479393580978427,1.4670788439045037,1.2846330122150014,0.6582450156213061,0.14493365747804385,0.013280784587877365,0.0006698589667682129
FI,cnt_school,45-49,0.18164725343610974,0.13675215218568232,0.19007427858829018,0.3265629006587407,0.3994547245836256,0.5090617653664243,0.7063754333642991,1.0099833912216527,1.249123708100114,1.150990297104438,0.8918700518931368,0.4617434939577074,0.13050777727708962,0.025998854259581212,0.005542991732484718
FI,cnt_school,50-54,0.04403073534521452,0.07189881051920405,0.22794100913074783,0.3805572565853796,0.29726154992515075,0.259416819081405,0.3741499930371845,0.5178175893045555,0.6226316920597857,0.5217584202341866,0.3777595322713835,0.28596343768182814,0.21360474039344307,0.1258982806228679,0.05704717579638807
FI,cnt_school,55-59,0.006101691234381524,0.035323804959472446,0.15083584447205578,0.25346200695226795,0.19343506171695155,0.1823620678301535,0.24385513673469741,0.2333492455196458,0.22547524077338926,0.2195667546189471,0.25657553178997605,0.4115835629978681,0.5884291309377738,0.5234772365742221,0.35182918547720277
FI,cnt_school,60-64,0.000960468043633463,0.010277896174570781,0.046816804022568465,0.09040450800060267,0.12884547143962496,0.21702279844700323,0.2454582353581651,0.1540700485960299,0.13216889624760494,0.2255930985983168,0.36369188881268527,0.6624089610884084,1.0854863472479566,1.2148202218454973,1.1051589384666272
FI,cnt_school,65-69,0.0001226379897039769,0.0015042269967610353,0.008320236178147037,0.03358724339115307,0.11741659381552161,0.22210758703387362,0.19819455399978836,0.10634861646342575,0.13981578666143826,0.2946373365896336,0.4373992130133624,0.6599474848794044,1.0597851591447147,1.4160595547337975,1.569236714740075
FI,cnt_school,70+,8.170574114072883e-06,0.00013622914587839072,0.001752523961380626,0.01695280145851918,0.07520908038734446,0.13237823627518264,0.09634208874151078,0.04752180722253185,0.09361903528666839,0.20878278952353257,0.29229068994905805,0.3788974527362757,0.5832935899208637,0.8758616585105794,1.0765209904285633
FI,cnt_transport,0-4,3.612183584139067,3.649444434872196,3.595836411539911,2.48387420189748,1.632812819298518,2.0003571758254215,2.671358046221932,2.8166038378525036,2.612186659286002,2.413103557396422,1.93460237518511,1.1526333729607554,0.6486984847977888,0.4577063420146822,0.2836083231994206
FI,cnt_transport,5-9,3.774615012200467,6.434203086109867,8.584125679894179,5.915589852643617,2.5041538667434717,1.7792020524438195,2.587391427414642,3.3748536391254937,3.584238273579864,3.3624935970939327,2.5602976626708576,1.4403535209453409,0.7493214861928995,0.4723064969038054,0.34614231533867695
FI,cnt_transport,10-14,3.361409537073671,8.678887951958176,13.82950575398211,10.670286873763672,4.689502039901174,2.2213019652770876,2.6733745021297,3.967566078156055,4.680125047006732,4.415217745152838,3.1823684542804855,1.7680106519117174,0.8521607525754057,0.4765786956488254,0.45583542021054424
FI,cnt_transport,15-19,2.1494840495994434,6.372625929502161,11.550705801444119,10.992300240752796,6.462087926228323,3.3834482431279937,2.961576733148767,3.9159782809914288,4.7294377914632655,4.599663913629427,3.3718084319155013,1.9515499040304416,0.8903167125385625,0.4480288576406757,0.49187026662768984
FI,cnt_transport,20-24,1.2699268855911479,2.7971183437684783,5.49957658286917,6.838325355489486,5.716935258557054,4.014148249620071,3.099762726225244,3.1999472228443677,3.6982157644784497,3.796973771576739,3.1058968863114176,2.0235583583145025,1.0009445569046576,0.5067734822777699,0.47510917591790414
FI,cnt_transport,25-29,1.4939220992805884,1.5029854968973917,2.042606860837506,2.9116841519031134,3.4420527648781096,3.489253474363519,3.1383770045708452,2.9525708777979114,2.980272910847282,2.9620590290658595,2.745164435975713,2.1477085495979775,1.273403303834613,0.625496537855262,0.3668022582247337
FI,cnt_transport,30-34,2.040623449365809,1.686652297567021,1.3636490219426143,1.2938428467091119,1.623347694861795,2.2972903200103225,2.9526568199892407,3.2820901502281643,3.003314914122642,2.6368174646673084,2.461882371097625,2.0594200832395226,1.3452710461162851,0.6324436617710529,0.23536152270679983
FI,cnt_transport,35-39,1.9344895095166084,1.908391855610926,1.7282201756780269,1.2376018320430633,0.9895795756411729,1.4212328160706733,2.4099533141181344,3.1835105371112444,2.967412723938994,2.398111009995477,1.9781360313958198,1.5314671547283423,1.0260558966909172,0.4951307781342092,0.16012927938836508
FI,cnt_transport,40-44,1.3185787320355635,1.712560342913013,2.02491978710331,1.6575257791738038,1.1694920820370858,1.0610480938273497,1.4355698194127469,2.0309285759286744,2.302486373547423,2.1550297098728035,1.7402775789327167,1.2376210145233673,0.7279543246054213,0.320953991153807,0.10947052405828187
FI,cnt_transport,45-49,0.6997393056882734,1.1356889074758747,1.6302693109257063,1.6452610470244902,1.4248494391617816,1.2130087005766954,1.0785977092563879,1.329596590049184,1.8921566470489015,2.1732057535095333,1.9475493240243238,1.4658631839146061,0.8547624927758195,0.42141506874175605,0.20808488623156302
FI,cnt_transport,50-54,0.27335199261182397,0.5049479208744315,0.8577756736064125,1.081484886695333,1.2758753588838203,1.5143817852997474,1.5552687193343648,1.7669672600452029,2.1617005685285755,2.327803733999034,2.191890240119195,1.8161945258611247,1.2618907859368511,0.8193507539766758,0.5100181731424545
FI,cnt_transport,55-59,0.14210564073803025,0.21972108000855964,0.4150827175340853,0.6077394031205866,0.9280019082285318,1.4605101011320807,1.8408211519560347,2.1435091882514272,2.113846182996196,1.9330678162542358,2.025998967668745,2.0720784019256993,1.7839070695211727,1.2237931973767628,0.7384548557590226
FI,cnt_transport,60-64,0.17827869635289753,0.210474963801328,0.33737975059497055,0.4277375503018819,0.6276152589902642,1.0572107087190006,1.3741463447385196,1.5177985245276582,1.3620827666150483,1.2539198533827633,1.6073370791293482,2.1272180108827716,2.234865982112221,1.4827000265440626,0.7739880407376969
FI,cnt_transport,65-69,0.20763112734844183,0.24163092625570648,0.35815670565734453,0.38713373790346234,0.46638637360289303,0.734597371232958,0.8273820250802835,0.699811848380372,0.6209716995553846,0.8076784856066779,1.2076354099919102,1.6691817264707183,1.8997461283166606,1.319165823935531,0.7374635077348339
FI,cnt_transport,70+,0.24866883884897556,0.2158987156907426,0.2544233319158955,0.2546397507457211,0.2812436292867755,0.4236650778869404,0.4277153665692278,0.2679437116923565,0.24208329440572607,0.4787875923739303,0.7551176133677721,0.9360856664719641,1.04993629197692,0.7998484444224639,0.5523070509999752
FI,cnt_leisure,0-4,46.58531320726852,36.59634851252014,23.087515433696815,12.023540049089185,9.391226348656367,13.338144178893799,16.548232589372116,17.05149119848651,16.03000878450173,14.540003094586737,13.246923612800868,11.775475074418551,9.738152296299305,7.449591803089072,6.269760104924715
FI,cnt_leisure,5-9,38.635884776829776,41.56954057645329,36.92019884370596,22.786093737165032,13.366484303612719,13.192537716724225,16.149302233200057,18.199249391610337,17.739323497467403,14.6555198454674,11.778939335438436,9.972739611938884,8.554256393031787,7.8524103235226725,8.001419362140869
FI,cnt_leisure,10-14,25.812138491872517,38.22310639012403,46.187094370732524,37.269753400002806,23.753386581874032,16.846981110249786,15.683320455020507,17.204277860473553,17.527459790917668,13.615402799530276,9.179676562386911,6.812192898392344,5.904915223039463,6.63289199022537,8.144831212084394
FI,cnt_leisure,15-19,13.591945588208965,24.211238287834743,38.44304598897626,43.88300509727958,37.30225900151183,26.243711978350163,17.939055465467778,15.376399683971776,15.318647190618115,12.18418176735628,7.889538449913251,5.137672533542251,3.8023668886354978,4.381617732721659,5.91726879625172
FI,cnt_leisure,20-24,7.061205590725574,11.649369367909948,22.423633423424914,35.87454124279388,41.45422309824281,34.47992897997365,22.627602296640312,15.385201446095525,13.49104776089115,11.711483388237847,8.903843572913352,6.027126508309362,3.799472301881237,3.3829854007037814,4.094674112681185
FI,cnt_leisure,25-29,6.636824631415604,6.927038221920925,11.131995776466296,21.881470615039348,32.64333412593695,33.249627559804864,25.22965135746651,17.40919189057984,13.895232474894694,12.290386517498817,10.33262032984454,7.667616810411254,5.188259089891179,3.8631252366007733,3.6053746342350608
FI,cnt_leisure,30-34,7.982599215209717,6.79566385724901,7.210028846245557,12.111749548429735,20.04023017922735,24.413300491319212,23.247776203411163,19.533142287176965,16.131909986439833,13.347466776564637,10.810800777516153,8.327161741120227,6.262575857067132,4.699257253687995,3.756241731912472
FI,cnt_leisure,35-39,7.991946264722163,7.276530397337808,6.833432051374389,8.265266075039497,12.86961453068442,17.616949153368836,20.26767273982804,21.1572581629596,20.00854674469016,16.623209609698037,12.398412583563989,8.628717704551836,6.242381388272092,5.172582488549262,4.583998272082146
FI,cnt_leisure,40-44,5.581318919769869,5.720443096117428,5.690795687896325,7.018658275269546,10.891287615346581,14.427673338761538,16.63499671800203,19.072999440243855,20.764027142639478,18.96299136989111,14.347233867832339,9.54039564081412,6.363379042672721,5.459358367867246,5.589341733816097
FI,cnt_leisure,45-49,3.4381679914642103,3.819476991499142,4.150580783768088,6.277567610159246,10.368557278009236,12.92353638479177,13.923181490261829,15.324315315129626,17.120060348018164,16.851059313628404,14.441152599383356,11.108978603821964,7.74315313287154,5.920606779334237,5.778439983565626
FI,cnt_leisure,50-54,2.751262548393428,2.9581644006674748,3.176391202182522,4.747437561194818,8.097195773715141,10.915868494408976,12.208018726281345,12.590763663805378,13.152293170393076,13.507629175497158,13.840023352214022,12.94235790870333,10.046848216279587,7.407912881461683,6.775203984582999
FI,cnt_leisure,55-59,2.7080560094818478,2.661938723616745,2.6128088104472327,3.1647176182677215,5.245261853060814,8.242530457263555,10.436945517538224,11.039073750238227,11.12052175710656,11.543101662659254,13.339788405794511,14.496774238269047,12.920794195803682,10.323277617566184,9.302052384637946
FI,cnt_leisure,60-64,2.501295014108523,2.2276054302449255,2.01053616537806,2.1717865772988714,3.4499403663119392,5.853264672417986,8.190525836580175,9.311877624852801,9.330525522113922,9.337844726253191,11.36117202440511,14.067936369212989,14.423928718870037,12.8430480444922,12.012398552059802
FI,cnt_leisure,65-69,1.6740948445543204,1.4606311975132282,1.3703225735911295,1.5723994135779782,2.4145378435805,3.7521878547205034,5.153114631180308,6.211999090723715,6.362572556966439,6.145402739876981,7.5023052344478725,10.024171230067548,11.720611423331754,12.772379336396352,14.055157174469025
FI,cnt_leisure,70+,1.0862104768493552,0.8478691208570951,0.8011889093582137,1.132783349229329,1.8016795785283422,2.270569599840618,2.6289327307650874,3.4030936555595206,3.981495370686324,3.9631183264777947,4.461029042736948,5.917802848713018,8.334758855402395,12.02158188772888,15.394044026279868
FI,cnt_otherplace,0-4,8.41491827866839,7.463212410700039,5.202324798629623,3.8971418197383514,4.48073225298181,5.405003068234281,6.5026481029481005,7.893768378214246,8.383651660085453,8.017488599237206,7.713472882804113,7.297011056775039,6.55347132313035,5.83950777824665,5.676585804443614
FI,cnt_otherplace,5-9,7.933291517635416,8.203332330934817,6.709802141969993,5.349615706398489,5.621818045396073,6.216985934556468,6.924718562184306,7.93922410223031,8.113874665868694,7.276689175952738,6.34095649088161,5.460990961497819,4.697421867150239,4.07626681879175,3.8862805336545976
FI,cnt_otherplace,10-14,5.233170874804196,6.57263250924231,7.175864600220999,7.148163599043403,7.221715529023309,7.226909422298019,7.235180779860667,7.433120261032156,7.461745202034703,6.828692332127107,5.475403792899672,3.8923979105413764,2.7697652595273543,2.2796810217376673,2.2888649476345106
FI,cnt_otherplace,15-19,2.927648934735853,3.9079414986190173,5.533873443445414,7.400420335891096,8.500499948653923,8.221469909423314,7.1767560897355756,6.354829302678168,6.120647435285246,5.9776520314315915,4.861014379857188,3.016801725049239,1.6627037176876855,1.294952880101672,1.4197641413124555
FI,cnt_otherplace,20-24,3.2971938535768217,2.78344252418372,3.3736582597670006,5.970304136831845,8.749087360563156,9.043731258970979,7.462888218457541,6.119604708411509,5.5261232171542405,5.483108023285059,4.863111515293062,3.1662794607232443,1.6108513587153825,1.1812254522217365,1.423979006995435
FI,cnt_otherplace,25-29,4.627914738288124,3.02750042226895,2.4405422400098185,4.878219378871172,8.744411430013455,10.07498471579851,8.984760540207278,7.88064006370437,7.104319297365987,6.806088615023904,6.355488535690119,4.767697516533035,2.7605199522963693,1.9642522212578806,2.385396225713597
FI,cnt_otherplace,30-34,4.004869924348301,2.7056357454500453,2.1671220367639603,4.436583579439727,8.567264860938453,10.51257058556022,10.174577671541359,10.034888070235903,9.75258786471876,8.95866877801918,7.9812308257239275,6.19402401047213,3.8833395457060624,2.897295323629405,3.4838320210932285
FI,cnt_otherplace,35-39,2.3508178267931767,1.9168235558242919,1.9997770410923394,4.119172140893204,7.7876629657059775,9.638250194274251,9.994667738966465,11.166708055368826,11.850971990133589,10.693012649272271,8.879391066067948,6.415272129534054,4.050137457038756,3.367373817129591,4.04733445875202
FI,cnt_otherplace,40-44,1.4067244501674008,1.536090945409242,1.911620821672061,3.596733461866076,6.628637461702705,8.768368812981018,9.998427771722357,11.641510129201071,12.719618676047576,11.565853241106753,9.325875758862486,6.369905062700807,4.226667126090176,3.7707961029202273,4.2806496517522525
FI,cnt_otherplace,45-49,1.2493285646903736,1.4089096001550911,1.686556890319833,2.8634737960331464,5.447132564057341,8.28534498674023,10.12228258192356,11.331114390829375,12.623640274296344,12.36641379391221,10.26580705014001,7.032779046123443,4.974166524710156,4.165490151080017,4.160627940151084
FI,cnt_otherplace,50-54,1.341200901381673,1.1142117157701583,1.254032607302978,2.6498471500724956,5.621526316646498,8.72217778371821,10.17865040333994,10.651695706698074,11.832773496088212,12.395767163400743,10.704090005844131,7.571839163695224,5.518958594855099,4.489767033727313,4.265336818757537
FI,cnt_otherplace,55-59,2.0105854060967414,1.2120717206084126,1.0965035890132933,3.02872986584291,6.784528496280873,9.811624291553871,10.64987983685142,10.334244580514161,10.348490982700488,10.66996747843602,9.711459527014929,7.484406164405259,6.126748187286355,6.113554406782655,6.8219344035410225
FI,cnt_otherplace,60-64,2.5804327836249494,1.5749859946532763,1.2719814787072432,3.2656954273190313,7.071387822845842,9.757026841332904,10.244841740750159,9.47169305706422,8.664636719201132,8.749845976855495,8.556843331915402,7.679130471126294,7.846881502847858,9.842005257453406,12.181669299476129
FI,cnt_otherplace,65-69,1.7574896875843253,1.2747138504318654,1.2952891462671392,3.0899237165770197,6.223260666839519,8.073971403572264,8.028934410461668,7.502007069036343,7.199791561520231,7.316839339669623,7.274646598171014,7.392945806691313,8.984396205446275,12.574929896488827,16.196630647382765
FI,cnt_otherplace,70+,0.6738331372442038,0.6356069158147978,0.9246020344305127,2.2686303950780906,4.475344273219019,5.695496744747344,5.3991557220508355,5.328425910455768,5.62437541911275,5.614477121900648,5.462384350899993,6.040670705270279,8.083861399488718,11.999478099114699,16.24666623437803
