country,place_type,participant_age,0-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70+
FI,cnt_home,0-4,42.44616731362089,40.00088872677496,30.933038895669085,19.938644806511185,17.333163649923797,25.926416366513806,35.85484840994597,36.791240423534155,29.427031676858498,19.282131100558697,11.48741713711382,7.705373721157771,6.468313133531348,5.285580883365894,3.95492162021837
FI,cnt_home,5-9,39.19686314187148,40.66862693266488,35.211166634876776,23.23583119614989,16.406436638750133,20.664372495239824,29.776918860366823,35.34539650044273,33.281804971346844,23.577155893903715,13.295232480052649,7.71207282773506,5.742263215455461,4.841006396487442,4.235547006657908
FI,cnt_home,10-14,27.741607558206592,33.02687404282389,34.47921159654808,26.05607978307083,16.13642954550405,14.06019868505782,19.396487030658992,27.490914508823707,32.007907025986825,27.39427669092853,17.22829177719776,9.319878220343565,5.431260150525722,3.933081119038314,3.67112826755809
FI,cnt_home,15-19,14.593319865355504,19.075150840698573,24.220845730306717,22.65478249855675,15.786019595084447,10.713161053235467,10.824922569497696,15.620019222892875,21.699113142808095,23.132112904185213,17.349256153420576,9.966952525585409,5.302794683837868,3.3487571977944066,3.077099979147132
FI,cnt_home,20-24,10.299649075259174,10.572645420894972,12.91568536533266,14.577859581801409,13.556534024495711,10.900330395184945,8.540064336600821,8.123647523412671,10.237951118199394,12.503011614979892,11.063573711011365,7.104559688077568,3.9548764844662747,2.479979557060398,2.150353846110675
FI,cnt_home,25-29,15.53033111873686,12.604321170431549,10.162991088048257,9.286072508771545,10.214339103771966,11.46490104250816,10.884985212615263,8.259014956386595,5.98351085611205,5.855171272997107,5.711646428344638,4.1611270405663525,2.541760035102852,1.624684442850553,1.334079172645438
FI,cnt_home,30-34,21.403682817541636,19.38001612932613,15.4395164054475,10.302017080280503,8.318809953030481,10.5585005846531,13.191330905018535,11.966315204825358,7.9897121167331635,5.49301937974645,4.239126863232734,2.9913982368744794,2.0575833158105343,1.499329657342222,1.3527255265338773
FI,cnt_home,35-39,19.591470826570983,22.17876843647231,21.730837518873102,15.188579134926439,8.86688739888597,8.372712169597827,11.624708416522598,13.036155290215575,11.017198139257516,8.066109145579508,5.185433513544178,2.9591721588248827,2.115887740157819,2.0895054095812164,2.2747470669434593
FI,cnt_home,40-44,13.073599691529285,19.361504814981934,23.97442659191197,19.69415247469206,11.065006669640448,6.796965009207357,7.991652961967398,10.770360892264595,12.1210664288867,10.824955121693193,7.342751893885788,3.9954144160306218,2.6776626634170704,2.9135194838921894,3.4778504941007435
FI,cnt_home,45-49,8.630587418203252,14.554014345049197,20.652748785865995,19.552631939425524,12.477578116402295,7.146085232178969,6.189055162088327,8.02196108099389,10.680054430393696,11.837942310501173,10.025613790973896,6.607547876936948,3.971481250063258,3.2959678771671332,3.8515796096507815
FI,cnt_home,50-54,6.638099874838552,9.615835688340429,13.340577795931493,13.851162192600583,10.418550046941375,7.183109652471159,5.8246022231938674,6.069950247784254,7.948010840228262,10.718110569578474,11.982813251213356,10.091077873927878,6.344035928437659,4.116875539164864,4.045292825889071
FI,cnt_home,55-59,5.417907446842506,6.202478682079496,7.233812975372792,7.536767975480732,6.588228016958514,5.836178886409849,5.515460576802848,5.303233078493423,6.084848802308853,8.385270280841915,10.96742197736508,11.658455324240219,9.475430626785194,6.863675181997754,5.944535837132941
FI,cnt_home,60-64,5.0993486510792145,5.314959605861937,5.144471982357022,4.707320605211288,4.550960551589487,5.063749497832858,5.596669612415894,5.397427579739876,5.210782091412257,5.665485391416791,7.26476108859568,9.737837853248987,10.899683513871427,9.824246084167179,8.650510254404363
FI,cnt_home,65-69,4.349244361855925,4.702132235618917,4.428349271723595,3.568650026575935,3.3628613666272322,4.1671620843157084,4.94866576378149,4.760414127213485,4.095802533630082,3.4215404436648793,3.8541361131082508,5.914478720864148,8.380446361599018,9.264676143337827,8.841457006778787
FI,cnt_home,70+,3.2459100866177097,3.403391546788767,3.236241793830178,2.5362253882034267,2.218301340126371,2.809553256409197,3.4978664473577252,3.4653462003121485,2.8722555423106177,2.115637105048969,2.139100942701323,3.0893696994439015,4.8154393669757445,6.369750916912712,6.8751096323062155
FI,cnt_work,0-4,0.032547554739450105,0.028237810399923204,0.027955403157638035,0.12383532779816314,0.49968564887024447,0.8814099037092272,0.9534175925840235,1.3381394597343836,1.706355734098174,1.3205536819029804,0.6773843380852332,0.484227357748846,0.5420144216796406,0.3140633177964411,0.07528378614758868
FI,cnt_work,5-9,0.38494676490401775,0.33136985252788187,0.2362968240026562,0.29213692925577783,0.5644412680672418,0.768183302522356,0.7657395314997634,0.9146854214301626,1.1452795740173265,0.9943540061373689,0.6192771327326957,0.4151426157128329,0.33883597269157073,0.17084156385879215,0.039040023273406915
FI,cnt_work,10-14,1.726624246505977,1.490588491338727,1.0779643907193572,1.241885262393826,1.8868191232411464,2.1419591312364497,2.0172640367099155,1.9063045768797913,2.1523136979095328,2.22503076656357,1.775724482980256,1.1178657158383252,0.5413956872865809,0.17316725115939124,0.03162191318145626
FI,cnt_work,15-19,2.8629679446734735,2.5055936930003884,2.0045932148515173,2.8759596912856233,4.868243275643584,6.077318783130354,6.367825169086891,6.1492646445737185,6.111778679472451,5.880943744874757,4.777077540508082,3.008206109282505,1.4004339991351438,0.44271884436641257,0.09566706470913482
FI,cnt_work,20-24,1.8227367774642407,1.7053366385885058,1.9270442256587852,4.231997081179098,8.349979795396418,11.693016913423559,13.442433035460335,13.602546771940306,12.769984378288488,11.555397478193798,9.554193426616619,6.3212532991322306,3.2107054214347586,1.229382858539969,0.45411885437069616
FI,cnt_work,25-29,0.7455025405108859,0.7937870470608861,1.6389535416120082,5.091476986156973,11.240150285231884,17.213056380287167,20.83573166018184,21.853169601372937,20.999379926317967,19.455896138640092,16.87318785784135,11.95668910869773,6.64361313505665,3.0742271385372812,1.72973613214129
FI,cnt_work,30-34,1.2201861603058397,0.9119508854239126,1.703466204674709,5.727940977215092,13.719193101326477,22.619785019926354,28.179090637839803,30.083131147774473,30.09990699727943,29.10701474695652,25.947039473347193,18.472826176961146,10.275045801945152,5.202938041331829,3.6165586673328636
FI,cnt_work,35-39,2.3828158805645687,1.5040420539341273,2.0274460469694517,6.418532646574698,15.420798558593088,25.719280034419246,32.35394416531718,35.64727679547866,37.585126939250024,37.480048180905165,33.36916885238733,22.685632999785565,11.759270632477337,5.862918585030177,4.412124670811442
FI,cnt_work,40-44,3.3395938043352627,2.0722394249404203,2.1920175308909733,6.030384905389822,13.571868750746615,22.126146951301774,28.685411503672874,33.95363087258101,38.69456129961835,39.87090114527184,35.47335476739347,23.85511085152483,11.896060059180302,5.547821356419632,4.140812588811511
FI,cnt_work,45-49,3.8787822730826007,2.4846162527068256,2.279488600742642,5.528071954891199,11.749990383083828,18.849043688258053,25.136630054152487,30.85113228318423,36.73165499393493,38.84722948053065,35.316573948977606,25.42087690724026,13.567372549871761,6.295629775950467,4.546033784707791
FI,cnt_work,50-54,2.834633250194441,1.9280121191490858,1.8871445407374574,4.743274558584425,10.529230699678843,17.488082504904057,23.404801019831115,28.24143801043525,33.746747238580305,36.62964751209395,35.150604574731524,27.576887980163807,15.69490665531672,7.326067714415886,5.140580872451351
FI,cnt_work,55-59,1.6844195172395364,1.1779724708644583,1.1143288153579822,2.89986024026027,7.217929458399065,13.069468940830125,17.97340683922603,21.71833918156349,25.655467486367506,27.90999479307944,27.797639740381634,22.825769922867725,13.29156600780975,5.94016231937898,3.7470408662029873
FI,cnt_work,60-64,1.4109632193290473,0.9328161111263403,0.6035485660001421,1.279287599997525,3.5631285854552135,7.00769990059499,10.043121548682175,12.344916008605628,14.07826928233645,14.8176182152408,14.976950932839676,12.819069506606718,7.814102635509401,3.350195228350263,1.708968865697591
FI,cnt_work,65-69,0.7763953629146363,0.5124329371735078,0.31587173717375083,0.5227989978871849,1.3276137746384833,2.6623560504190027,3.9943197895387503,4.932401248356328,5.242307214701488,5.329880921180066,5.6581410395564955,5.225451747248067,3.3592620200565984,1.3761158882254036,0.5403449104057703
FI,cnt_work,70+,0.18761869997556693,0.1520572483326393,0.20898419632900184,0.3454570222147758,0.48972270306436966,0.8907637071124798,1.5216357015051705,1.8653180689007824,1.672167634061878,1.599707774868087,1.8883982599221498,1.8602033000887361,1.173299411982401,0.43282504327554516,0.12370064359646761
FI,cnt_school,0-4,64.04630911674337,69.360449191995,49.52759671504266,20.31893135021966,6.772302777058341,5.567249091354285,7.720434907697599,9.633752554759882,9.791509092392515,8.336149242375503,6.388036112763974,4.204833425260772,2.3698753227390332,1.250244079518405,0.8025931800987405
FI,cnt_school,5-9,69.9306146503295,104.16239350082581,104.25247887935043,56.5429393268802,18.742560634481446,9.277977318886135,10.72511431543719,13.237575747823383,14.225362519276395,12.907164738743674,10.045612751220059,6.160695080434813,2.9046276245032927,1.214026016162679,0.6535404869129862
FI,cnt_school,10-14,49.22035892251475,103.22614137042677,138.71488005530756,95.4671004835303,36.68986332359446,13.883456611227192,12.499206466474124,15.114629284467817,16.166570152699794,14.474895562065726,11.088483279297423,6.707143451124115,2.982185770075368,1.1076780010779028,0.5573368197757181
FI,cnt_school,15-19,19.286144116299763,54.890064730293474,94.37603383801753,83.39136716367368,40.76834243748755,15.1795003648838,10.348017190180016,11.37803429183552,11.58621718140363,10.383897426073787,8.053229807036441,5.080421808048617,2.3430496013412156,0.791897863640016,0.32722278415615974
FI,cnt_school,20-24,4.244807658203268,15.056198758909058,32.61195306507018,37.69155736802114,24.241678858627168,10.651298441405567,6.149395609033591,5.803928859792557,5.668528770217015,5.366172354029186,4.33743510565079,2.8366411285461286,1.318931068080594,0.3786686248047646,0.09949006242853387
FI,cnt_school,25-29,0.5174127140044831,2.119974410172551,5.740381476670318,8.705633183257794,7.575420494066842,4.313182690249261,2.5761674414821756,2.2865381968868226,2.296692594286212,2.3399716660296903,1.9054760973126155,1.1573031594079273,0.4773310340184393,0.11094489434100376,0.017112956987056074
FI,cnt_school,30-34,0.07145475174117237,0.17323719640317076,0.5306663721781694,1.1051579453935008,1.3800024050815225,1.1613627801579638,1.0355720940697002,1.0851638793074234,1.1185306803063444,1.121802908225434,0.9125325841111054,0.46982881854630365,0.1351426326688954,0.02115249004783059,0.0019371762370583687
FI,cnt_school,35-39,0.1802353997933683,0.11547109427032054,0.09999744495349439,0.22545695949528466,0.4434071393096701,0.6510113085737191,0.8426158009351187,1.016714441066801,1.0981087146801956,1.0884161578314433,0.9687391676008096,0.4953520233829649,0.10813405370822192,0.009507106801451799,0.0003629385981172034
